player_id,name,dob,birth_place,gp,pts,rbs,ast,fg,fg3,ft,efg,per,ws,venus_cycle,lat,lon,sun,moon,mercury,venus,mars,jupiter,saturn,uranus,neptune,pluto,nn,sn,asc,mc
aguirma01,Mark Aguirre,1959-12-10,"Chicago, Illinois",923,20.0,5.0,3.1,48.4,31.2,74.1,49.8,19.0,67.8,White_4,41.87897,-87.66063,SAGITTARIUS,ARIES,SCORPIO,SCORPIO,SAGITTARIUS,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SAGITTARIUS,VIRGO
woolror01,Orlando Woolridge,1959-12-16,"Bernice, Louisiana",851,16.0,4.3,1.9,51.3,9.1,73.7,51.4,16.6,53.0,White_4,32.827213,-92.658465,SAGITTARIUS,CANCER,SAGITTARIUS,SCORPIO,SAGITTARIUS,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SAGITTARIUS,VIRGO
kingal01.,Albert King,1959-12-17,"Brooklyn, New York",534,12.1,4.2,2.2,46.1,26.8,79.1,46.6,13.1,16.3,White_4,0.0,0.0,SAGITTARIUS,CANCER,SAGITTARIUS,SCORPIO,SAGITTARIUS,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,CAPRICORN,LIBRA
tucketr01,Trent Tucker,1959-12-20,"Tarboro, North Carolina",756,8.2,2.0,2.0,46.1,40.8,75.4,51.2,12.9,34.3,White_4,35.90454,-77.553403,SAGITTARIUS,LEO,SAGITTARIUS,SCORPIO,SAGITTARIUS,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SAGITTARIUS,LIBRA
tayloje01,Jeff Taylor,1960-01-01,"Blytheville, Arkansas",56,3.2,1.5,2.0,41.2,0.0,69.6,41.2,8.1,0.1,White_4,35.923887,-89.904178,CAPRICORN,AQUARIUS,SAGITTARIUS,SCORPIO,SAGITTARIUS,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SAGITTARIUS,LIBRA
gloucge01,Georgi Glouchkov,1960-01-10,"Triavna, Bulgaria",49,4.9,3.3,0.7,40.2,100.0,57.4,40.4,5.7,0.5,White_4,0.0,0.0,CAPRICORN,GEMINI,CAPRICORN,SAGITTARIUS,SAGITTARIUS,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,CAPRICORN,SCORPIO
wilkido01,Dominique Wilkins,1960-01-12,"Paris, France",1074,24.8,6.7,2.5,46.1,31.9,81.1,47.8,21.6,117.5,White_4,48.858705,2.342865,CAPRICORN,CANCER,CAPRICORN,SAGITTARIUS,SAGITTARIUS,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,TAURUS,CAPRICORN
lowesi01.,Sidney Lowe,1960-01-21,"Washgton, District of Columbia",193,2.9,1.7,3.9,36.7,13.3,76.4,37.0,10.4,3.9,White_4,0.0,0.0,AQUARIUS,LIBRA,CAPRICORN,SAGITTARIUS,CAPRICORN,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,AQUARIUS,SCORPIO
higgiro01,Rod Higgins,1960-01-31,"Monroe, Louisiana",779,9.0,3.6,1.6,46.5,34.2,80.8,49.8,13.5,37.8,White_4,32.81513,-92.20569,AQUARIUS,PISCES,AQUARIUS,CAPRICORN,CAPRICORN,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,CAPRICORN,SCORPIO
thompco01,Corny Thompson,1960-02-05,"Middletown, Connecticut",44,2.8,2.7,0.8,31.4,0.0,78.3,31.4,6.0,0.1,White_4,41.531146,-72.644929,AQUARIUS,TAURUS,AQUARIUS,CAPRICORN,CAPRICORN,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,AQUARIUS,SAGITTARIUS
mccrasc01,Scooter McCray,1960-02-08,"Mount Vernon, New York",77,2.9,2.5,1.0,42.3,0.0,61.1,42.3,8.3,0.4,White_4,40.913832,-73.829469,AQUARIUS,CANCER,AQUARIUS,CAPRICORN,CAPRICORN,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,AQUARIUS,SAGITTARIUS
nealyed01,Ed Nealy,1960-02-19,"Pittsburg, Kansas",540,2.7,3.3,0.7,49.8,29.2,68.4,51.5,10.5,15.2,White_4,37.414662,-94.695061,AQUARIUS,SCORPIO,PISCES,CAPRICORN,CAPRICORN,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,AQUARIUS,SCORPIO
tillida01,Darren Tillis,1960-02-23,"Dallas, Texas",124,3.4,2.5,0.3,42.3,0.0,62.6,42.3,10.0,0.9,White_4,32.736212,-96.784359,PISCES,CAPRICORN,PISCES,AQUARIUS,AQUARIUS,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,AQUARIUS,SCORPIO
floydsl01,Sleepy Floyd,1960-03-06,"Gastonia, North Carolina",957,12.8,2.6,5.4,44.4,32.4,81.5,47.0,15.5,50.6,White_4,35.261305,-81.201239,PISCES,GEMINI,PISCES,AQUARIUS,AQUARIUS,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,PISCES,SAGITTARIUS
willibu01,Buck Williams,1960-03-08,"Rocky Mount, North Carolina",1307,12.8,10.0,1.3,54.9,16.7,66.4,54.9,15.3,120.1,White_4,35.956144,-77.816513,PISCES,CANCER,PISCES,AQUARIUS,AQUARIUS,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,PISCES,SAGITTARIUS
robincl01,Cliff Robinson,1960-03-13,"Oakland, California",629,17.2,8.3,2.0,46.8,18.4,72.2,46.9,17.0,30.5,White_4,37.785199,-122.197811,PISCES,VIRGO,PISCES,AQUARIUS,AQUARIUS,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,AQUARIUS,SCORPIO
robinol01,Oliver Robinson,1960-03-13,"Birmgham, Alabama",35,2.9,0.5,0.6,36.1,9.1,66.7,36.6,14.1,0.1,White_4,0.0,0.0,PISCES,VIRGO,PISCES,AQUARIUS,AQUARIUS,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,ARIES,CAPRICORN
wilkida01,Dale Wilkinson,1960-03-18,"Pocatello, Idaho",12,1.2,0.3,0.2,25.0,0.0,85.7,25.0,1.3,0.1,White_4,42.864995,-112.439298,PISCES,SAGITTARIUS,PISCES,PISCES,AQUARIUS,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,AQUARIUS,SAGITTARIUS
rautile01,Leo Rautins,1960-03-20,"Toronto, Ontario",32,1.5,1.1,1.0,35.0,0.0,60.0,35.0,5.8,0.1,White_4,43.64877,-79.38171,PISCES,CAPRICORN,PISCES,PISCES,AQUARIUS,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,ARIES,CAPRICORN
michela01,Larry Micheaux,1960-03-24,"Houston, Texas",96,3.4,2.7,0.5,56.7,0.0,61.0,56.7,15.3,2.5,White_4,37.321449,-91.963436,ARIES,AQUARIUS,PISCES,PISCES,AQUARIUS,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,PISCES,SAGITTARIUS
bannike01,Ken Bannister,1960-04-01,"Baltimore, Maryland",253,5.9,3.5,0.4,48.8,0.0,49.2,48.8,8.9,0.6,White_4,39.319732,-76.649533,ARIES,GEMINI,PISCES,PISCES,AQUARIUS,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,TAURUS,CAPRICORN
teaglte01,Terry Teagle,1960-04-10,"Broaddus, Texas",687,11.6,2.6,1.4,46.5,21.0,79.2,46.7,13.7,13.4,White_4,31.304593,-94.269564,ARIES,LIBRA,PISCES,ARIES,PISCES,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,ARIES,CAPRICORN
thirdda01,David Thirdkill,1960-04-12,"St. Louis, Missouri",179,2.8,1.2,0.5,45.7,9.1,56.5,45.8,8.0,1.3,Blue_3,38.635957,-90.239861,ARIES,SCORPIO,PISCES,ARIES,PISCES,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,TAURUS,CAPRICORN
schoeru01,Russ Schoene,1960-04-16,"Trenton, Illinois",290,5.1,2.5,0.6,43.5,33.5,75.1,45.7,11.1,4.5,Blue_3,38.605745,-89.68094,ARIES,SAGITTARIUS,ARIES,ARIES,PISCES,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,TAURUS,CAPRICORN
schwejo01,John Schweitz,1960-04-19,"Waterloo, New York",22,2.6,1.0,0.8,33.3,0.0,70.0,33.3,4.2,0.5,Blue_3,42.905029,-76.859562,ARIES,AQUARIUS,ARIES,ARIES,PISCES,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,GEMINI,AQUARIUS
garnebi02,Bill Garnett,1960-04-22,"Kansas City, Missouri",300,5.5,4.3,1.3,49.0,0.0,72.0,49.0,12.3,10.8,Blue_3,39.051003,-94.541461,TAURUS,PISCES,ARIES,ARIES,PISCES,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,TAURUS,CAPRICORN
baglejo01,John Bagley,1960-04-23,"Bridgeport, Connecticut",665,8.7,2.6,6.0,43.7,24.1,77.9,44.8,13.0,16.6,Blue_3,41.188221,-73.187335,TAURUS,ARIES,ARIES,ARIES,PISCES,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,GEMINI,AQUARIUS
sandemi01,Mike Sanders,1960-05-07,"Vidalia, Louisiana",648,8.0,3.0,1.4,48.2,22.1,76.9,48.4,11.9,17.9,Blue_3,31.567211,-91.429607,TAURUS,VIRGO,TAURUS,TAURUS,PISCES,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,TAURUS,AQUARIUS
hugheed01,Eddie Hughes,1960-05-26,"Greenville, Mississippi",97,3.1,1.0,1.6,41.6,36.4,69.2,46.6,8.9,1.5,Blue_3,33.39019,-91.052512,GEMINI,GEMINI,GEMINI,TAURUS,ARIES,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,GEMINI,PISCES
hastisc01,Scott Hastings,1960-06-03,"Independence, Kansas",578,2.8,2.2,0.5,44.1,29.2,81.1,45.2,9.2,9.8,Blue_3,37.228157,-95.707547,GEMINI,VIRGO,CANCER,GEMINI,ARIES,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,GEMINI,PISCES
kopicjo01,Joe Kopicki,1960-06-12,"Warren, Michigan",118,3.7,2.7,0.7,49.3,27.3,81.2,49.8,14.2,3.5,Blue_3,42.514226,-83.027928,GEMINI,AQUARIUS,CANCER,GEMINI,ARIES,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,CANCER,PISCES
hodgecr01,Craig Hodges,1960-06-27,"Park Forest, Illinois",695,8.5,1.3,2.5,46.1,40.0,82.8,51.6,11.8,27.2,Blue_3,41.481507,-87.686782,CANCER,LEO,CANCER,CANCER,TAURUS,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,CANCER,ARIES
willigu02,Guy Williams,1960-07-01,"Los Angeles, California",26,2.6,1.3,0.3,45.6,25.0,45.5,46.3,13.6,0.2,Blue_3,34.05513,-118.25703,CANCER,LIBRA,LEO,CANCER,TAURUS,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,GEMINI,PISCES
lamplji01,Jim Lampley,1960-07-02,"Harrisburg, Pennsylvania",1,3.0,5.0,0.0,33.3,0.0,50.0,33.3,8.3,0.0,Blue_3,40.269355,-76.888551,CANCER,LIBRA,LEO,CANCER,TAURUS,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LEO,ARIES
sampsra01,Ralph Sampson,1960-07-07,"Harrisonburg, Virginia",456,15.4,8.8,2.3,48.6,17.2,66.1,48.7,16.0,20.1,Blue_3,38.43773,-78.870289,CANCER,SAGITTARIUS,CANCER,CANCER,TAURUS,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LEO,ARIES
brownto01,Tony Brown,1960-07-29,"Chicago, Illinois",360,6.0,2.1,1.6,43.7,25.9,71.9,44.6,9.9,4.9,Blue_3,41.87897,-87.66063,LEO,LIBRA,CANCER,LEO,TAURUS,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LEO,TAURUS
ellisda01,Dale Ellis,1960-08-06,"Marietta, Georgia",1209,15.7,3.5,1.4,47.9,40.3,78.4,53.6,16.0,84.7,Blue_3,33.957225,-84.542722,LEO,AQUARIUS,CANCER,LEO,GEMINI,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LEO,TAURUS
clarkca01,Carlos Clark,1960-08-10,"Somerville, Tennessee",93,2.4,0.9,0.7,40.7,0.0,80.3,40.7,9.5,0.6,Blue_3,35.234883,-89.380308,LEO,ARIES,CANCER,VIRGO,GEMINI,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LEO,TAURUS
roberfr01,Fred Roberts,1960-08-14,"Provo, Utah",818,7.3,2.8,1.2,50.2,32.5,79.6,50.8,12.6,26.2,Blue_3,40.234331,-111.661088,LEO,TAURUS,LEO,VIRGO,GEMINI,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LEO,TAURUS
henryca01,Carl Henry,1960-08-16,"Hollis, Oklahoma",28,2.8,0.7,0.1,46.3,40.0,70.6,49.3,12.5,0.2,Blue_3,34.68591,-99.917683,LEO,GEMINI,LEO,VIRGO,GEMINI,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LEO,TAURUS
leverfa01,Fat Lever,1960-08-18,"Pe Bluff, Arkansas",752,13.9,6.0,6.2,44.7,31.0,77.1,45.5,17.8,61.2,Blue_3,0.0,0.0,LEO,CANCER,LEO,VIRGO,GEMINI,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,VIRGO,GEMINI
morgagu01,Guy Morgan,1960-08-23,"Virgia Beach, Virginia",8,1.9,2.1,0.9,29.2,0.0,25.0,29.2,9.9,0.1,Blue_3,0.0,0.0,VIRGO,VIRGO,LEO,VIRGO,GEMINI,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,VIRGO,GEMINI
slaugjo01,Jose Slaughter,1960-09-09,"Los Angeles, California",63,3.6,1.1,0.8,37.4,22.0,64.4,39.3,10.5,0.1,Black_2,34.05513,-118.25703,VIRGO,TAURUS,VIRGO,LIBRA,GEMINI,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LEO,TAURUS
taylovi01,Vince Taylor,1960-09-11,"Lexgton, Kentucky",31,3.1,1.2,1.3,36.3,0.0,65.6,36.3,7.6,0.1,Black_2,0.0,0.0,VIRGO,GEMINI,VIRGO,LIBRA,GEMINI,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LIBRA,CANCER
lockhda01,Darrell Lockhart,1960-09-14,"Thomaston, Georgia",2,2.0,1.5,0.0,100.0,0.0,0.0,100.0,1.6,0.0,Black_2,32.893455,-84.327755,VIRGO,CANCER,LIBRA,LIBRA,GEMINI,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,VIRGO,GEMINI
johnsji01,Jim Johnstone,1960-09-20,"New Canaan, Connecticut",23,1.3,2.0,0.5,36.7,0.0,45.0,36.7,4.5,0.1,Black_2,41.14676,-73.49484,VIRGO,VIRGO,LIBRA,LIBRA,GEMINI,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LIBRA,CANCER
mannipa01,Pace Mannion,1960-09-22,"Salt Lake City, Utah",216,3.1,1.2,1.1,41.3,20.3,66.3,42.5,9.4,1.7,Black_2,40.773201,-111.933984,VIRGO,LIBRA,LIBRA,LIBRA,CANCER,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,VIRGO,GEMINI
anderjj01,J.J. Anderson,1960-09-23,"Chicago, Illinois",157,4.8,2.8,0.7,46.5,0.0,55.8,46.5,12.1,2.7,Black_2,41.87897,-87.66063,LIBRA,SCORPIO,LIBRA,LIBRA,CANCER,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LIBRA,CANCER
edmonke01,Keith Edmonson,1960-09-28,"Gulfport, Mississippi",87,6.0,1.5,0.6,44.8,0.0,71.9,44.8,12.6,0.4,Black_2,30.420791,-89.056882,LIBRA,CAPRICORN,LIBRA,SCORPIO,CANCER,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LIBRA,CANCER
paxsojo01,John Paxson,1960-09-29,"Dayton, Ohio",772,7.2,1.2,3.6,49.9,35.5,80.4,52.8,12.0,36.3,Black_2,39.760983,-84.198952,LIBRA,CAPRICORN,LIBRA,SCORPIO,CANCER,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LIBRA,CANCER
grandji01,Jim Grandholm,1960-10-04,"Elkhart, Indiana",26,3.0,1.9,0.3,51.7,52.9,47.6,59.5,16.5,0.4,Black_2,41.682182,-85.967494,LIBRA,ARIES,SCORPIO,SCORPIO,CANCER,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LIBRA,CANCER
fostero01,Rod Foster,1960-10-10,"Birmgham, Alabama",207,7.5,1.2,2.3,44.0,29.8,76.8,46.5,10.9,2.2,Black_2,0.0,0.0,LIBRA,GEMINI,SCORPIO,SCORPIO,CANCER,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SCORPIO,LEO
breuera01,Randy Breuer,1960-10-11,"Lake City, Minnesota",681,6.8,4.4,0.9,46.7,0.0,62.8,46.7,13.2,20.9,Black_2,44.44475,-92.284758,LIBRA,CANCER,SCORPIO,SCORPIO,CANCER,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LIBRA,CANCER
piotrto01,Tom Piotrowski,1960-10-17,"West Chester, Pennsylvania",18,1.7,0.9,0.3,46.2,0.0,100.0,46.2,9.2,0.1,Black_2,39.959519,-75.606068,LIBRA,VIRGO,SCORPIO,SCORPIO,CANCER,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SCORPIO,LEO
thomaji01,Jim Thomas,1960-10-19,"Lakeland, Florida",161,8.4,2.6,2.3,47.1,17.0,76.3,47.5,12.5,4.9,Black_2,28.071323,-81.945678,LIBRA,LIBRA,SCORPIO,SCORPIO,CANCER,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SCORPIO,LEO
durrade01,Devin Durrant,1960-10-20,"Provo, Utah",63,5.0,2.1,1.3,41.4,0.0,68.9,41.4,8.6,0.2,Black_2,40.234331,-111.661088,LIBRA,LIBRA,SCORPIO,SCORPIO,CANCER,SAGITTARIUS,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LIBRA,CANCER
russewa01,Walker Russell,1960-10-26,"Pontiac, Michigan",155,3.0,1.2,2.3,39.3,15.8,80.0,39.9,7.5,0.7,Black_2,42.648185,-83.286965,SCORPIO,CAPRICORN,SCORPIO,SAGITTARIUS,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SCORPIO,LEO
gibsomi01,Mike Gibson,1960-10-27,"Williamsburg County, South Carolina",64,1.6,1.7,0.2,38.7,0.0,67.9,38.7,8.6,0.3,Black_2,0.0,0.0,SCORPIO,AQUARIUS,SCORPIO,SAGITTARIUS,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SCORPIO,LEO
weidnbr01,Brant Weidner,1960-10-28,"Orefield, Pennsylvania",8,1.0,1.4,0.0,22.2,0.0,100.0,22.2,5.4,0.0,Black_2,40.63482,-75.58435,SCORPIO,AQUARIUS,SCORPIO,SAGITTARIUS,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SCORPIO,LEO
westma01.,Mark West,1960-11-05,"Petersburg, Virginia",1090,5.7,4.9,0.4,58.0,0.0,56.8,58.0,12.0,41.9,Black_2,38.90928,-78.05333,SCORPIO,GEMINI,SCORPIO,SAGITTARIUS,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SCORPIO,LEO
stipast01,Steve Stipanovich,1960-11-17,"St. Louis, Missouri",403,13.2,7.8,2.3,48.4,17.9,79.6,48.6,15.1,30.4,Black_2,38.635957,-90.239861,SCORPIO,SCORPIO,SCORPIO,CAPRICORN,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SCORPIO,LEO
sapplwa01,Wayne Sappleton,1960-11-17,"Kgston, Jamaica",33,2.9,2.3,0.2,47.1,0.0,41.2,47.1,7.7,0.1,Black_2,0.0,0.0,SCORPIO,SCORPIO,SCORPIO,CAPRICORN,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SAGITTARIUS,VIRGO
anderri01,Richard Anderson,1960-11-19,"San Pedro, California",407,5.6,3.5,1.5,41.2,33.3,76.2,44.6,12.3,7.6,Black_2,0.0,0.0,SCORPIO,SAGITTARIUS,SCORPIO,CAPRICORN,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SAGITTARIUS,VIRGO
jonesoz01,Ozell Jones,1960-11-20,"Long Beach, California",70,3.5,3.4,0.8,58.2,0.0,39.8,58.2,11.1,1.2,Black_2,33.797395,-118.121307,SCORPIO,SAGITTARIUS,SCORPIO,CAPRICORN,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,LIBRA,CANCER
dayeda01.,Darren Daye,1960-11-30,"Des Moes, Iowa",328,6.8,2.6,2.0,49.1,11.8,68.1,49.1,13.9,9.3,Black_2,0.0,0.0,SAGITTARIUS,TAURUS,SCORPIO,CAPRICORN,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SAGITTARIUS,LIBRA
norriau01,Audie Norris,1960-12-18,"Jackson, Mississippi",187,4.4,3.1,0.8,51.1,0.0,66.2,51.1,9.1,2.9,Black_2,32.30835,-90.229913,SAGITTARIUS,SAGITTARIUS,SAGITTARIUS,AQUARIUS,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SAGITTARIUS,VIRGO
turpime01,Melvin Turpin,1960-12-28,"Lexgton, Kentucky",361,8.5,4.6,0.5,51.6,11.1,77.7,51.6,14.3,13.7,Black_2,0.0,0.0,CAPRICORN,TAURUS,CAPRICORN,AQUARIUS,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,CAPRICORN,SCORPIO
anderdw01,Dwight Anderson,1960-12-28,"Dayton, Ohio",5,4.2,0.4,0.6,50.0,0.0,70.0,50.0,10.6,0.0,Black_2,39.760983,-84.198952,CAPRICORN,TAURUS,CAPRICORN,AQUARIUS,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SAGITTARIUS,LIBRA
combsle01,Leroy Combs,1961-01-01,"Oklahoma City, Oklahoma",48,4.5,1.2,0.8,49.7,0.0,61.5,49.7,13.5,0.4,Black_2,35.393761,-97.602513,CAPRICORN,CANCER,CAPRICORN,AQUARIUS,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SAGITTARIUS,LIBRA
youngmi01,Michael Young,1961-01-02,"Houston, Texas",49,4.6,1.8,0.5,46.5,29.6,71.1,48.5,15.5,1.1,Black_2,37.321449,-91.963436,CAPRICORN,CANCER,CAPRICORN,AQUARIUS,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SAGITTARIUS,LIBRA
levincl01,Cliff Levingston,1961-01-04,"San Diego, California",830,7.1,5.2,0.9,51.6,15.2,67.6,51.6,13.8,44.2,Black_2,32.72793,-117.15529,CAPRICORN,LEO,CAPRICORN,AQUARIUS,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,SAGITTARIUS,VIRGO
greensi02,Sidney Green,1961-01-04,"Brooklyn, New York",679,7.5,6.1,0.9,45.4,3.7,73.8,45.5,12.1,17.4,Black_2,0.0,0.0,CAPRICORN,LEO,CAPRICORN,AQUARIUS,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,CAPRICORN,SCORPIO
rowinji01,Jim Rowinski,1961-01-04,"Long Island, New York",23,2.5,1.5,0.2,41.7,0.0,84.4,41.7,13.8,0.3,Black_2,0.0,0.0,CAPRICORN,LEO,CAPRICORN,AQUARIUS,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,CAPRICORN,SCORPIO
waitegr01,Granville Waiters,1961-01-08,"Columbus, Ohio",249,2.4,2.2,0.5,45.8,0.0,55.9,45.8,8.3,1.9,Black_2,39.98072,-82.985586,CAPRICORN,VIRGO,CAPRICORN,PISCES,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,CAPRICORN,LIBRA
jonesea01,Earl Jones,1961-01-13,"Oak Hill, West Virginia",14,0.9,0.7,0.3,38.5,0.0,75.0,38.5,0.2,0.1,Black_2,38.92231,-81.01844,CAPRICORN,SAGITTARIUS,CAPRICORN,PISCES,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,CAPRICORN,SCORPIO
minnidi01,Dirk Minniefield,1961-01-17,"Lexgton, Kentucky",222,5.3,1.7,3.8,47.0,27.2,73.9,48.1,11.4,4.1,Black_2,0.0,0.0,CAPRICORN,AQUARIUS,AQUARIUS,PISCES,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,AQUARIUS,SCORPIO
hansebo01,Bob Hansen,1961-01-18,"Des Moes, Iowa",575,6.9,2.2,1.6,46.8,32.3,66.2,49.1,10.0,15.4,Black_2,0.0,0.0,CAPRICORN,AQUARIUS,AQUARIUS,PISCES,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,AQUARIUS,SCORPIO
dailequ01,Quintin Dailey,1961-01-22,"Baltimore, Maryland",528,14.1,2.5,2.3,45.4,15.8,77.9,45.6,15.1,12.7,Black_2,39.319732,-76.649533,AQUARIUS,ARIES,AQUARIUS,PISCES,CANCER,CAPRICORN,CAPRICORN,LEO,SCORPIO,VIRGO,VIRGO,PISCES,CAPRICORN,SCORPIO
